"sep=,"
Folder Name,Quantity,Trade Quantity,Card Name,Set Code,Set Name,Card Number,Rarity,Condition,Printing,Language,Price Bought,Date Bought,LOW,MID,MARKET
all,2,0,Magician of Black Chaos MAX,TN19,2019 Gold Sarcophagus Tin,TN19-EN002,PScR,NearMint,Limited,English,0.77,2022-01-08,2.75,5.11,3.53
all,1,0,Magician of Chaos,DUPO,Duel Power,DUPO-EN001,UR,NearMint,Unlimited,English,8.84,2022-07-17,0.50,1.27,1.24
all,1,0,Magnarokket Dragon,SDRR,Structure Deck: Rokket Revolt,SDRR-EN009,C,NearMint,1st Edition,English,0.40,2022-01-24,0.22,0.40,0.31
all,2,0,Mahaama the Fairy Dragon,MP21,2021 Tin Of Ancient Battles,MP21-EN218,UR,NearMint,1st Edition,English,0.14,2022-01-08,0.10,0.35,0.27
all,1,0,Mahaama the Fairy Dragon,MP21,2021 Tin Of Ancient Battles,MP21-EN218,UR,NearMint,1st Edition,English,0.15,2022-03-22,0.10,0.35,0.27
all,1,0,"Majester Paladin, the Ascending Dracoslayer",ANGU,Ancient Guardians,ANGU-EN050,R,NearMint,1st Edition,English,0.06,2022-01-24,0.01,0.23,0.16
all,1,0,Majestic Red Dragon,CT07,Collectible Tin 2010,CT07-EN001,ScR,NearMint,Limited,English,2.62,2022-01-08,2.13,3.00,3.01
all,1,0,Majestic Star Dragon,CT06,Collectible Tin 2009,CT06-EN003,ScR,NearMint,Limited,English,15.46,2022-01-08,4.56,9.97,11.26
all,1,0,Malefic Blue-Eyes White Dragon,YMP1,3D Bonds Beyond Time Movie Pack,YMP1-EN002,ScR,NearMint,Limited,English,1.85,2022-01-08,1.65,3.00,2.84
all,1,0,Malefic Cyber End Dragon,GFP2,Ghosts From The Past: The 2Nd Haunting,GFP2-EN101,UR,NearMint,1st Edition,English,0.16,2023-04-26,0.01,0.26,0.27
all,2,0,Malefic Paradigm Dragon,BLAR,Battles Of Legend: Armageddon,BLAR-EN019,UR,NearMint,1st Edition,English,0.31,2022-01-08,0.10,0.33,0.27
all,1,0,Malefic Paradox Dragon,YMP1,3D Bonds Beyond Time Movie Pack,YMP1-EN007,ScR,NearMint,Limited,English,3.59,2022-01-08,4.26,6.48,7.47
all,1,0,Malefic Rainbow Dragon,YMP1,3D Bonds Beyond Time Movie Pack,YMP1-EN005,ScR,NearMint,Limited,English,3.27,2022-01-08,1.98,3.85,3.68
all,1,0,Malefic Red-Eyes Black Dragon,YMP1,3D Bonds Beyond Time Movie Pack,YMP1-EN001,ScR,NearMint,Limited,English,1.42,2022-01-08,0.94,1.50,1.64
all,1,0,Malefic Stardust Dragon,CT08,Collectible Tin 2011,CT08-EN014,SR,NearMint,Limited,English,1.96,2022-01-08,2.40,3.51,3.13
all,1,0,Malefic Truth Dragon,JUMP,Shonen Jump Magazine,JUMP-EN048,UR,NearMint,Limited,English,1.38,2022-01-08,0.70,1.48,1.47
all,1,0,Mana Dragon Zirnitron,MP19,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN090,PScR,NearMint,1st Edition,English,0.25,2022-01-08,0.17,0.49,0.31
all,1,0,Masquerade the Blazing Dragon,BODE,Burst Of Destiny,BODE-EN038,UR,NearMint,1st Edition,English,2.33,2022-01-08,0.10,0.75,0.86
all,1,0,"Master Peace, the True Dracoslayer",MP17,2017 Mega-Tins Mega Pack,MP17-EN075,UR,NearMint,1st Edition,English,0.24,2022-03-05,0.18,0.49,0.34
all,1,0,Meklord Astro Dragon Asterisk,LC5D,"Legendary Collection 5D's Mega Pack",LC5D-EN166,ScR,NearMint,1st Edition,English,1.21,2023-04-30,0.55,1.00,0.59
all,1,0,Meklord Astro Dragon Asterisk,LC5D,"Legendary Collection 5D's Mega Pack",LC5D-EN166,ScR,NearMint,1st Edition,English,1.44,2022-03-22,0.55,1.00,0.59
all,1,0,Meklord Astro Dragon Triskelion,LED7,Legendary Duelists: Rage Of Ra,LED7-EN016,UR,NearMint,1st Edition,English,0.41,2022-03-22,0.15,0.48,0.26
all,1,0,Meklord Astro Dragon Triskelion,LED7,Legendary Duelists: Rage Of Ra,LED7-EN016,UR,NearMint,1st Edition,English,0.30,2023-04-30,0.15,0.48,0.26
all,1,0,Mementotlan Twin Dragon,LEDE,Legacy Of Destruction,LEDE-EN037,C,NearMint,1st Edition,English,0.13,2026-01-19,0.01,0.20,0.18
all,1,0,Metaphys Tyrant Dragon,CIBR,Circuit Break,CIBR-EN026,R,NearMint,1st Edition,English,0.26,2025-03-13,0.12,0.36,0.24
all,1,0,Meteor Black Comet Dragon,GFTP,Ghosts From The Past,GFTP-EN096,UR,NearMint,1st Edition,English,1.64,2022-01-08,5.70,9.69,9.60
all,1,0,Meteor Black Dragon,PRC1,Premium Collection Tin,PRC1-EN004,SR,NearMint,,English,0.00,2022-01-08,,,
all,1,0,"Michael, the Arch-Lightsworn",SDLI,Realm Of Light Structure Deck,SDLI-EN036,UR,NearMint,1st Edition,English,0.58,2023-09-21,0.47,0.90,0.87
all,1,0,Mikazukinoyaiba,LCKC,Legendary Collection Kaiba Mega Pack,LCKC-EN098,UR,NearMint,1st Edition,English,0.61,2022-01-08,0.37,0.70,0.66
all,1,0,Mimighoul Dragon,INFO,The Infinite Forbidden,INFO-EN091,SR,NearMint,1st Edition,English,0.24,2026-03-13,0.10,0.34,0.26
all,1,0,Mimighoul Dragon,MP25,2025 Mega-Pack Tin,MP25-EN235,UR,NearMint,1st Edition,English,0.21,2026-03-13,0.09,0.30,0.28
all,1,0,Mirror Force Dragon,DRL3,Dragons of Legend: Unleashed,DRL3-EN059,UR,NearMint,1st Edition,English,0.56,2022-01-08,0.25,0.54,0.51
all,1,0,Mirrorjade the Iceblade Dragon,SDAZ,Structure Deck: Albaz Strike,SDAZ-EN041,UR,NearMint,1st Edition,English,0.62,2022-07-17,0.04,0.40,0.18
all,1,0,Mirrorjade the Iceblade Dragon,SDAZ,Structure Deck: Albaz Strike,SDAZ-EN041,UR,NearMint,1st Edition,English,0.33,2023-05-18,0.04,0.40,0.18
all,1,0,Montage Dragon,CT05S,Exclusive Tins 2008,CT05-ENS01,ScR,NearMint,Limited,English,3.87,2022-01-08,2.54,3.45,3.02
all,1,0,Montage Dragon,TDGS,The Duelist Genesis,TDGS-EN014,UtR,NearMint,Unlimited,English,16.45,2022-01-08,30.00,39.95,11.00
all,1,0,Moon Dragon Quilla,ABPF,Absolute Powerforce,ABPF-EN043,UtR,NearMint,1st Edition,English,22.35,2022-01-08,19.99,27.46,20.91
all,1,0,Mysterion the Dragon Crown,BLMR,Battles Of Legend: Monstrous Revenge,BLMR-EN071,ScR,NearMint,1st Edition,English,0.21,2024-12-02,0.25,0.75,0.63
all,1,0,Naturia Barkion,HAC1,Hidden Arsenal Chapter 1,HAC1-EN122,DUPR,NearMint,1st Edition,English,0.58,2022-03-22,0.14,0.50,0.34
all,1,0,Naturia Barkion,GLD5,Gold Series 5: Haunted Mine,GLD5-EN033,GGR,NearMint,Limited,English,16.36,2022-01-08,7.82,12.97,12.43
all,1,0,"Nebulus, Dragon Ruler of Mishaps",ALIN,Alliance Insight,ALIN-EN019,UR,NearMint,1st Edition,English,0.53,2026-01-19,0.25,0.99,0.95
all,1,0,Nekroz of Catastor,THSF,The Secret Forces,THSF-EN018,ScR,NearMint,1st Edition,English,0.54,2022-03-22,0.99,1.54,1.25
all,1,0,Nekroz of Decisive Armor,THSF,The Secret Forces,THSF-EN019,ScR,NearMint,1st Edition,English,0.90,2022-01-08,0.17,0.71,0.33
all,1,0,Neo Blue-Eyes Ultimate Dragon,MVP1S,The Dark Side of Dimensions Movie Pack: Secret Edition,MVP1-ENS01,ScR,NearMint,1st Edition,English,3.62,2022-01-08,7.00,9.71,8.32
all,1,0,Neo Galaxy-Eyes Cipher Dragon,DPDG,Duelist Pack: Dimensional Guardians,DPDG-EN039,UR,NearMint,1st Edition,English,1.57,2022-01-08,1.58,2.53,2.37
all,1,0,Neo Galaxy-Eyes Photon Dragon,BLLR,"Battles of Legend: Light's Revenge",BLLR-EN064,UR,NearMint,1st Edition,English,5.33,2022-01-08,1.50,2.56,2.44
all,1,0,Neo Kaiser Glider,TN19,2019 Gold Sarcophagus Tin,TN19-EN006,PScR,NearMint,Limited,English,0.31,2022-01-08,0.10,0.40,0.29
all,1,0,Number 100: Numeron Dragon,DRL3,Dragons of Legend: Unleashed,DRL3-EN021,ScR,NearMint,1st Edition,English,11.34,2022-07-17,0.20,0.50,0.38
all,1,0,Number 107: Galaxy-Eyes Tachyon Dragon,BLLR,"Battles of Legend: Light's Revenge",BLLR-EN067,UR,NearMint,1st Edition,English,2.25,2022-01-08,1.19,3.21,2.85
all,1,0,Number 107: Galaxy-Eyes Tachyon Dragon,MAGO,Maximum Gold,MAGO-EN062,R,NearMint,1st Edition,English,1.15,2022-01-08,0.07,0.45,0.38
all,1,0,Number 17: Leviathan Dragon,BROL,Brothers Of Legend,BROL-EN000,StR,NearMint,1st Edition,English,34.24,2023-10-21,40.00,55.47,43.91
all,1,0,Number 17: Leviathan Dragon,BP01,Battle Pack: Epic Dawn,BP01-EN027,SFR,NearMint,1st Edition,English,1.03,2022-01-08,0.65,1.00,0.92
all,1,0,Number 20: Giga-Brilliant,ZTIN,Zexal Collection Tin,ZTIN-ENV02,UtR,NearMint,Limited,English,0.97,2022-03-05,0.20,0.79,0.73
all,1,0,Number 24: Dragulas the Vampiric Dragon,DLCS,Dragons Of Legend: The Complete Series,DLCS-EN118,UR,NearMint,1st Edition,English,2.23,2022-07-17,0.94,2.94,2.80
all,1,0,Number 38: Hope Harbinger Dragon Titanic Galaxy,GFP2,Ghosts From The Past: The 2Nd Haunting,GFP2-EN143,UR,NearMint,1st Edition,English,2.70,2023-01-25,0.15,1.00,1.95
all,1,0,Number 38: Hope Harbinger Dragon Titanic Galaxy,GFP2,Ghosts From The Past: The 2Nd Haunting,GFP2-EN143,UR,NearMint,1st Edition,English,1.78,2022-07-17,0.15,1.00,1.95
all,1,0,Number 46: Dragluon,SHSP,Shadow Specters,SHSP-EN050,SR,NearMint,Unlimited,English,8.70,2023-01-25,11.99,100.24,11.93
all,1,0,Number 57: Tri-Head Dust Dragon,NUMH,Number Hunters,NUMH-EN030,ScR,NearMint,Unlimited,English,1.65,2022-01-08,1.03,1.95,1.52
all,1,0,Number 57: Tri-Head Dust Dragon,NUMH,Number Hunters,NUMH-EN030,ScR,NearMint,1st Edition,English,1.16,2022-01-08,1.28,2.23,2.17
all,1,0,Number 62: Galaxy-Eyes Prime Photon Dragon,BLLR,"Battles of Legend: Light's Revenge",BLLR-EN070,UR,NearMint,1st Edition,English,1.48,2022-01-08,1.75,4.00,1.99
all,1,0,Number 82: Heartlandraco,PGLD,Premium Gold,PGLD-EN025,GScR,NearMint,1st Edition,English,3.37,2022-07-17,3.75,5.00,4.86
all,1,0,Number 91: Thunder Spark Dragon,REDU,Return of the Duelist,REDU-EN098,UR,NearMint,1st Edition,English,4.67,2023-04-26,6.04,8.00,6.58
all,1,0,Number 92: Heart-eartH Dragon,CBLZ,Cosmo Blazer,CBLZ-EN045,UR,NearMint,1st Edition,English,51.40,2022-01-08,2.00,5.09,2.88
all,1,0,Number 95: Galaxy-Eyes Dark Matter Dragon,PGL2,Premium Gold: Return of the Bling,PGL2-EN015,GScR,NearMint,1st Edition,English,3.60,2022-07-17,0.84,2.31,2.20
all,1,0,Number 95: Galaxy-Eyes Dark Matter Dragon,PGL2,Premium Gold: Return of the Bling,PGL2-EN015,GScR,NearMint,1st Edition,English,4.69,2022-01-08,0.84,2.31,2.20
all,1,0,Number 97: Draglubion,GFP2,Ghosts From The Past: The 2Nd Haunting,GFP2-EN145,UR,NearMint,1st Edition,English,0.52,2022-07-17,0.08,0.40,0.28
all,2,0,Number 99: Utopic Dragon,NECH,The New Challengers,NECH-EN099,ScR,NearMint,Unlimited,English,14.74,2022-01-08,9.60,13.37,8.35
all,1,0,Number C107: Neo Galaxy-Eyes Tachyon Dragon,PRIO,Primal Origin,PRIO-EN041,UtR,NearMint,1st Edition,English,18.78,2023-01-25,27.99,34.01,36.48
all,1,0,Number C107: Neo Galaxy-Eyes Tachyon Dragon,PRIO,Primal Origin,PRIO-EN041,SR,NearMint,1st Edition,English,2.21,2022-01-08,2.38,3.13,2.93
all,1,0,Number C62: Neo Galaxy-Eyes Prime Photon Dragon,PHHY,Photon Hypernova,PHHY-EN043,UR,NearMint,1st Edition,English,4.23,2023-09-21,2.35,3.84,3.75
all,1,0,Number C62: Neo Galaxy-Eyes Prime Photon Dragon,PHHY,Photon Hypernova,PHHY-EN043,UR,NearMint,1st Edition,English,0.98,2024-12-02,2.35,3.84,3.75
all,1,0,Number C92: Heart-eartH Chaos Dragon,LVAL,Legacy of the Valiant,LVAL-EN050,R,NearMint,Unlimited,English,0.32,2022-01-08,0.10,0.34,0.30
all,2,0,Number C92: Heart-eartH Chaos Dragon,BLAR,Battles Of Legend: Armageddon,BLAR-EN069,ScR,NearMint,1st Edition,English,0.39,2022-01-08,0.20,0.50,0.44
all,1,0,Nurse Dragonmaid,MAGO,Maximum Gold,MAGO-EN020,PGR,NearMint,1st Edition,English,2.20,2022-01-08,0.50,1.09,0.87
all,1,0,Obelisk the Tormentor,TN19,2019 Gold Sarcophagus Tin,TN19-EN007,PScR,NearMint,Limited,English,1.27,2022-01-08,0.99,1.99,1.66
all,1,0,Obelisk the Tormentor,SBCB,Speed Duel: Battle City Box,SBCB-EN202,ScR,NearMint,1st Edition,English,2.03,2022-01-08,0.75,1.67,0.91
all,1,0,Obelisk the Tormentor,BP02,Battle Pack 2: War of the Giants,BP02-EN125,MSR,NearMint,Unlimited,English,8.57,2022-01-08,1.78,3.47,4.90
all,1,0,Obelisk the Tormentor (original),LC01,Legendary Collection,LC01-EN001,UR,NearMint,Limited,English,1.54,2022-01-08,0.25,1.68,1.72
all,1,0,Obelisk the Tormentor (original),LC01_25,Legendary Collection: 25Th Anniversary Edition,LC01-EN001,QCScR,NearMint,Limited,English,7.76,2023-09-27,9.40,13.40,12.53
all,1,0,Odd-Eyes Absolute Dragon,SDMP,Master Of Pendulum Structure Deck,SDMP-EN042,UR,NearMint,1st Edition,English,0.85,2022-01-08,0.20,0.75,0.50
all,1,0,Odd-Eyes Advance Dragon,DUPO,Duel Power,DUPO-EN011,UR,NearMint,1st Edition,English,0.92,2022-01-08,0.24,0.99,0.81
all,1,0,Odd-Eyes Arc Pendulum Dragon,LEDD,Legendary Dragon Decks,LEDD-ENC00,UR,NearMint,1st Edition,English,6.37,2022-01-08,0.97,2.61,1.95
all,1,0,Odd-Eyes Arcray Dragon,AGOV,Age Of Overlord,AGOV-EN030,UR,NearMint,1st Edition,English,0.89,2024-11-03,0.75,2.00,1.76
all,1,0,Odd-Eyes Dragon,YS14,Super Starter Space-Time Showdown,YS14-ENA01,UR,NearMint,1st Edition,English,0.50,2022-01-08,0.09,0.40,0.34
all,1,0,Odd-Eyes Gravity Dragon,BOSH,Breakers of Shadow,BOSH-EN043,UR,NearMint,1st Edition,English,1.55,2022-01-08,0.41,0.78,0.59
all,1,0,Odd-Eyes Lancer Dragon,BLLR,"Battles of Legend: Light's Revenge",BLLR-EN001,UR,NearMint,1st Edition,English,0.56,2022-01-08,0.12,0.40,0.22
all,1,0,Odd-Eyes Meteorburst Dragon,SDMP,Master Of Pendulum Structure Deck,SDMP-EN041,UR,NearMint,1st Edition,English,0.52,2022-01-08,0.20,0.60,0.54
all,1,0,Odd-Eyes Mirage Dragon,DRL3,Dragons of Legend: Unleashed,DRL3-EN001,ScR,NearMint,1st Edition,English,1.11,2022-01-08,0.20,0.69,0.40
all,1,0,Odd-Eyes Pendulum Dragon,TN23,25Th Anniversary Tin: Dueling Heroes,TN23-EN011,QCScR,NearMint,Limited,English,0.64,2023-10-21,0.12,0.86,0.35
all,1,0,Odd-Eyes Pendulum Dragon,CT12,2015 Mega-Tins,CT12-EN001,PlScR,NearMint,Limited,English,0.67,2022-01-08,0.14,0.49,0.34
all,1,0,Odd-Eyes Pendulumgraph Dragon,DIFO,Dimension Force,DIFO-EN034,ScR,NearMint,1st Edition,English,2.46,2023-04-26,0.60,1.44,1.37
all,1,0,Odd-Eyes Pendulumgraph Dragon,DIFO,Dimension Force,DIFO-EN034,ScR,NearMint,1st Edition,English,2.27,2023-04-29,0.60,1.44,1.37
all,1,0,Odd-Eyes Persona Dragon,JUMP,Shonen Jump Magazine,JUMP-EN079,UR,NearMint,Limited,English,10.53,2022-01-08,0.70,1.31,1.13
all,1,0,Odd-Eyes Phantasma Dragon,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN075,ScR,NearMint,1st Edition,English,0.38,2023-01-25,0.10,0.49,0.44
all,1,0,Odd-Eyes Phantom Dragon,YA01,ARC-V volume 1 Promotional Card,YA01-EN001,UR,NearMint,Limited,English,7.73,2023-09-14,5.75,7.06,6.52
all,1,0,Odd-Eyes Raging Dragon,MP17,2017 Mega-Tins Mega Pack,MP17-EN205,UR,NearMint,1st Edition,English,2.20,2022-01-08,0.60,1.16,1.18
all,1,0,Odd-Eyes Rebellion Dragon,CORE,Clash of Rebellions,CORE-EN051,ScR,NearMint,1st Edition,English,5.85,2022-01-08,1.39,2.94,2.18
all,1,0,Odd-Eyes Rebellion Dragon Overlord,GFP2,Ghosts From The Past: The 2Nd Haunting,GFP2-EN004,UR,NearMint,1st Edition,English,0.31,2023-04-26,0.10,0.35,0.27
all,1,0,Odd-Eyes Rebellion Dragon Overlord,GFP2,Ghosts From The Past: The 2Nd Haunting,GFP2-EN004,UR,NearMint,1st Edition,English,0.28,2023-04-29,0.10,0.35,0.27
all,1,0,Odd-Eyes Rebellion Xyz Dragon,BLMR,Battles Of Legend: Monstrous Revenge,BLMR-EN005,UR,NearMint,1st Edition,English,0.22,2023-09-27,0.10,0.40,0.29
all,1,0,Odd-Eyes Revolution Dragon,MP21,2021 Tin Of Ancient Battles,MP21-EN157,UR,NearMint,1st Edition,English,0.95,2022-01-08,0.23,0.84,0.38
all,2,0,Odd-Eyes Saber Dragon,YS15Y,2-Player Starter Deck Yuya & Declan (UK),YS15-ENY00,UR,NearMint,1st Edition,English,0.00,2022-01-08,,,
all,1,0,Odd-Eyes Venom Dragon,BLLR,"Battles of Legend: Light's Revenge",BLLR-EN006,ScR,NearMint,1st Edition,English,3.18,2022-01-08,1.00,2.61,2.55
all,1,0,Odd-Eyes Vortex Dragon,DOCS,Dimension of Chaos,DOCS-EN045,ScR,NearMint,1st Edition,English,4.17,2022-01-08,2.23,9.87,3.30
all,1,0,"Odin, Father of the Aesir",STOR,Storm Of Ragnarok,STOR-EN040,UtR,NearMint,1st Edition,English,34.13,2023-01-25,14.90,37.23,20.47
all,1,0,Omni Dragon Brotaur,MP20,2020 Tin Of Lost Memories,MP20-EN059,UR,NearMint,1st Edition,English,1.47,2022-01-08,0.10,0.49,0.31
all,1,0,Orient Dragon,GENF,Generation Force,GENF-EN085,ScR,NearMint,1st Edition,English,8.54,2022-07-17,8.01,19.02,8.70
all,1,0,Outburst Dragon,GFP2,Ghosts From The Past: The 2Nd Haunting,GFP2-EN041,UR,NearMint,1st Edition,English,0.17,2022-07-17,0.04,0.25,0.18
all,1,0,Overmind Archfiend,EXVC,Extreme Victory,EXVC-EN044,UR,NearMint,Unlimited,English,1.46,2022-01-08,1.25,2.95,2.23
all,1,0,Paladin of Dark Dragon,DRL2,Dragons of Legend 2,DRL2-EN018,ScR,NearMint,1st Edition,English,0.81,2022-01-08,0.39,0.86,0.62
all,1,0,Pandemic Dragon,MVP1,The Dark Side of Dimensions Movie Pack,MVP1-EN006,UR,NearMint,Unlimited,English,0.23,2022-01-08,0.09,0.30,0.18
all,1,0,Parlor Dragonmaid,MYFI,Mystic Fighters,MYFI-EN020,SR,NearMint,1st Edition,English,6.09,2022-01-24,4.20,6.12,4.89
all,1,0,Parrot Dragon,LCKC,Legendary Collection Kaiba Mega Pack,LCKC-EN096,UR,NearMint,1st Edition,English,0.50,2022-01-08,0.51,0.77,0.75
all,1,0,Phantasmal Lord Ultimitl Bishbaalkin,PGL3,Premium Gold: Infinite Gold,PGL3-EN006,GScR,NearMint,1st Edition,English,1.20,2022-03-05,1.06,5.44,5.26
all,1,0,Phantom Dragon,LODT,Light of Destruction,LODT-EN041,UtR,NearMint,1st Edition,English,5.61,2023-10-23,16.68,26.03,13.36
all,1,0,Phantom Dragon,LODT,Light of Destruction,LODT-EN041,UtR,NearMint,1st Edition,English,5.51,2023-11-05,16.68,26.03,13.36
all,1,0,Phantom Dragon,LODT,Light of Destruction,LODT-EN041,UtR,NearMint,1st Edition,English,5.75,2024-12-02,16.68,26.03,13.36
all,1,0,Photon Wyvern,PRC1,Premium Collection Tin,PRC1-EN015,ScR,NearMint,1st Edition,English,0.32,2022-07-17,0.11,0.39,0.26
all,1,0,Pile Armed Dragon,HAC1,Hidden Arsenal Chapter 1,HAC1-EN174,ScR,NearMint,Limited,English,6.34,2022-03-22,0.50,2.38,1.50
all,1,0,"Poseidra Abyss, the Atlantean Dragon Lord",ROTA,Rage Of The Abyss,ROTA-EN043,UR,NearMint,1st Edition,English,0.35,2024-12-02,0.08,0.50,0.44
all,1,0,Power Tool Dragon,HAC1,Hidden Arsenal Chapter 1,HAC1-EN177,ScR,NearMint,Limited,English,1.88,2023-04-26,1.00,2.26,2.23
all,1,0,Power Tool Dragon,HAC1,Hidden Arsenal Chapter 1,HAC1-EN177,ScR,NearMint,Limited,English,1.80,2023-04-29,1.00,2.26,2.23
all,1,0,Power Tool Dragon,HAC1,Hidden Arsenal Chapter 1,HAC1-EN177,ScR,NearMint,Limited,English,1.84,2023-04-30,1.00,2.26,2.23
all,1,0,Power Tool Mecha Dragon,PGLD,Premium Gold,PGLD-EN005,GScR,NearMint,Unlimited,English,1.24,2022-03-05,0.59,0.90,0.78
all,1,0,Power Tool Mecha Dragon,PGLD,Premium Gold,PGLD-EN005,GScR,NearMint,Unlimited,English,1.87,2023-04-30,0.59,0.90,0.78
all,1,0,"Primal Dragon, the Primordial",GFP2,Ghosts From The Past: The 2Nd Haunting,GFP2-EN036,UR,NearMint,1st Edition,English,0.15,2022-07-17,0.05,0.25,0.22
all,1,0,Prime Material Dragon,GLD2,Gold Series 2009,GLD2-EN032,GUR,NearMint,Limited,English,3.19,2023-09-14,4.00,5.31,4.64
all,1,0,Primite Dragon Nether Berzelius,DUAD,"Duelist's Advance",DUAD-EN035,UR,NearMint,1st Edition,English,1.14,2026-03-13,0.65,1.90,1.72
all,1,0,Primite Imperial Dragon,ROTA,Rage Of The Abyss,ROTA-EN013,UR,NearMint,1st Edition,English,0.68,2024-12-02,0.78,1.99,1.40
all,1,0,Protector Whelp of the Destruction Swordsman,DUOV,Duel Overload,DUOV-EN008,UR,NearMint,1st Edition,English,0.33,2022-01-24,0.24,0.50,0.37
all,1,0,Proto-Cyber Dragon,SOI,Shadow of Infinity,SOI-EN010,UtR,NearMint,1st Edition,English,23.14,2025-03-13,15.99,24.99,85.00
all,1,0,Proxy Dragon,CT14,2017 Mega-Tins,CT14-EN003,UR,NearMint,Limited,English,0.17,2022-03-22,0.01,0.25,0.16
all,1,0,Punishment Dragon,COTD,Code of the Duelist,COTD-EN028,UR,NearMint,1st Edition,English,1.78,2022-01-08,0.22,0.99,0.51
all,1,0,Punishment Dragon,COTD,Code of the Duelist,COTD-EN028,UR,NearMint,1st Edition,English,1.80,2022-07-17,0.22,0.99,0.51
all,1,0,Quadborrel Dragon,SDRR,Structure Deck: Rokket Revolt,SDRR-EN043,UR,NearMint,1st Edition,English,0.39,2022-01-08,0.05,0.40,0.33
all,1,0,Quadborrel Dragon,SDRR,Structure Deck: Rokket Revolt,SDRR-EN043,UR,NearMint,1st Edition,English,0.40,2022-01-24,0.05,0.40,0.33
all,1,0,Quintet Magician,DUPO,Duel Power,DUPO-EN040,UR,NearMint,1st Edition,English,14.23,2022-03-07,1.11,1.95,1.82
all,1,0,"Rafale, Champion Fur Hire",DASA,Dark Saviors,DASA-EN023,ScR,NearMint,1st Edition,English,1.76,2022-01-08,0.88,2.58,2.37
all,1,0,"Raider's Knight",PHRA,Phantom Rage,PHRA-EN040,UR,NearMint,1st Edition,English,2.00,2022-01-08,0.89,4.62,4.29
all,1,0,Rainbow Dark Dragon,BLRR,Battles of Legend: Relentless Revenge,BLRR-EN054,UR,NearMint,1st Edition,English,1.20,2022-01-08,0.44,1.24,0.74
all,1,0,Rainbow Dragon,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENF01,C,NearMint,1st Edition,English,0.21,2022-07-17,0.08,0.25,0.09
all,1,0,Rainbow Dragon,TN23,25Th Anniversary Tin: Dueling Heroes,TN23-EN004,QCScR,NearMint,Limited,English,1.31,2023-10-21,0.89,1.68,1.56
all,1,0,Rainbow Dragon,TN23,25Th Anniversary Tin: Dueling Heroes,TN23-EN004,QCScR,NearMint,Limited,English,1.09,2025-03-10,0.89,1.68,1.56
all,1,0,Rainbow Overdragon,LDS1,Legendary Duelists: Season 1,LDS1-EN101,UR,NearMint,1st Edition,English,1.16,2022-01-08,0.21,0.50,0.34
all,1,0,"Raviel, Lord of Phantasms",MP21,2021 Tin Of Ancient Battles,MP21-EN254,PScR,NearMint,1st Edition,English,0.63,2022-01-08,0.25,0.69,0.69
all,1,0,"Raviel, Lord of Phantasms - Shimmering Scraper",MP21,2021 Tin Of Ancient Battles,MP21-EN248,PScR,NearMint,1st Edition,English,0.21,2022-01-08,0.10,0.49,0.34
all,1,0,"Reactan, Dragon Ruler of Pebbles",RA03,Quarter Century Bonanza,RA03-EN254,PlScR,NearMint,1st Edition,English,2.98,2025-03-17,0.45,0.99,0.72
all,1,0,Red Dragon Archfiend,TDGS,The Duelist Genesis,TDGS-EN041,UtR,NearMint,Unlimited,English,82.16,2022-01-08,148.50,149.47,88.19
all,1,0,Red Dragon Archfiend/Assault Mode,CRMS,Crimson Crisis,CRMS-EN004,UR,NearMint,1st Edition,English,21.97,2022-01-08,5.92,10.91,11.73
all,1,0,Red Nova Dragon,CT07,Collectible Tin 2010,CT07-EN005,ScR,NearMint,Limited,English,5.71,2022-01-08,3.68,7.47,7.25
all,1,0,Red Rising Dragon,SDCK,Structure Deck: The Crimson King,SDCK-EN048,UR,NearMint,1st Edition,English,0.40,2024-12-02,0.28,0.50,0.44
all,1,0,Red Rose Dragon,LDS2,Legendary Duelists: Season 2,LDS2-EN108,UR,NearMint,1st Edition,English,2.91,2022-01-24,1.80,2.77,2.77
all,1,0,Red Supernova Dragon,GFTP,Ghosts From The Past,GFTP-EN045,UR,NearMint,1st Edition,English,2.56,2022-01-08,2.00,3.91,3.47
all,1,0,Red Wyvern,HSRD,High-Speed Riders,HSRD-EN022,ScR,NearMint,1st Edition,English,2.79,2022-01-08,1.73,2.27,2.17
all,2,0,Red-Eyes Alternative Black Dragon,TN19,2019 Gold Sarcophagus Tin,TN19-EN005,PScR,NearMint,Limited,English,2.16,2022-01-08,2.50,4.00,3.47
all,1,0,Red-Eyes Baby Dragon,LDS1,Legendary Duelists: Season 1,LDS1-EN010,ScR,NearMint,Limited,English,12.90,2023-01-25,9.50,16.00,15.47
all,2,0,Red-Eyes Black Dragon,LC01,Legendary Collection,LC01-EN006,UR,NearMint,Limited,English,1.62,2022-01-08,0.25,0.79,0.56
all,1,0,Red-Eyes Black Dragon,MAGO,Maximum Gold,MAGO-EN003,PGR,NearMint,1st Edition,English,4.56,2022-01-24,3.69,6.39,5.97
all,1,0,Red-Eyes Black Dragon,MGED,Maximum Gold: El Dorado,MGED-EN003,PGR,NearMint,1st Edition,English,6.05,2022-01-24,3.49,6.00,6.17
